-49557.99563	20072.78293
-41732.02344	22997.58724
-35836.00897	24246.52332
-31634.70318	24159.22245
-28853.9656	22992.32061
-27205.49876	20956.75025
-26400.75157	18236.15906
-26157.6147	14994.58067
-26202.74255	11378.86871
-26271.59813	7519.219943
-26107.61705	3529.579399
-25461.23169	-491.2141419
-24088.94533	-4457.166162
-21752.2873	-8291.560131
-18282.7125	-11916.00247
-13778.53636	-15225.70356
-8403.441117	-18098.05984
-2319.043349	-20388.34125
4314.144459	-21919.84584
11333.82723	-22474.88478
18571.33623	-21786.74212
25830.30275	-19698.71339
32835.7847	-16660.71803
39280.75507	-13248.10784
44850.16937	-10020.55698
49240.83723	-7554.309128
52191.76234	-6483.021602
53518.65622	-7542.921746
53215.34916	-11288.6768
51660.10161	-17130.68397
49290.88229	-24246.22504
46462.26351	-31839.50251
43411.47453	-39090.82074
40255.02506	-45117.03057
37019.35679	-48940.84124
33703.4173	-49802.0454
30360.88152	-48154.4965
27168.69252	-44709.17801
24410.91009	-40147.28753
22432.94697	-35154.59832
21595.23277	-30440.39545
22235.78476	-26741.94496
24490.61265	-24605.90979
27820.12294	-23739.29432
31488.39128	-23642.93833
34746.18585	-23818.73039
36857.35793	-23770.93193
37118.6593	-23015.51277
34869.39545	-21094.20374
29716.97139	-17740.70584
22209.08297	-13340.9985
13124.59647	-8454.271653
3226.242247	-3646.321064
-6745.340443	515.1680689
-16067.84316	3458.095538
-24030.28248	4599.467411
-30083.2647	3565.181131
-34305.15996	864.7008656
-36942.15834	-2775.211109
-38249.05017	-6615.394456
-38487.78171	-9883.718613
-37932.87625	-11759.66004
-36881.57851	-11367.66022
-35622.735	-8109.798229
-34305.75812	-2665.419794
-33017.02061	3966.969328
-31799.45196	10778.11912
-30646.33837	16740.83411
-29505.93944	20810.5557
-28298.15966	21926.38672
-26933.63193	19371.96797
-25325.96682	13863.40619
-23441.98328	6455.968628
-21293.22352	-1811.591649
-18914.72049	-9901.671591
-16354.42901	-16760.76896
-13673.39175	-21307.39197
-10985.32767	-22727.47718
-8551.077215	-21377.39801
-6640.130146	-17917.56764
-5484.422044	-13029.33969
-5276.118087	-7417.35485
-6167.752101	-1805.385706
-8274.66078	3069.758438
-11586.74282	6596.041795
-15701.32111	8692.023301
-20128.39098	9427.964593
-24393.71072	8900.818779
-28045.12177	7236.99607
-30661.22719	4592.22836
-31861.0956	1146.232106
-31415.18248	-2875.708135
-29556.69227	-7120.26
-26659.15386	-11228.84872
-23113.06963	-14877.2303
-19305.67393	-17771.40748
-15604.84971	-19637.30561
-12349.48192	-20206.28369
-9768.797123	-19330.1702
-7753.219264	-17363.33425
-6097.788854	-14772.48887
-4587.765075	-12015.11266
-3001.625631	-9550.975529
-1109.61103	-7855.312499
1331.182304	-7433.526992
4461.504238	-8643.520772
7961.584016	-11123.19867
11421.22018	-14348.81811
14450.40802	-17805.17396
16664.2647	-20962.12493
17669.03467	-23249.9351
17049.4142	-24036.973
14551.03155	-22839.89826
10651.76646	-20003.57538
5976.688669	-16071.16376
1118.759256	-11589.52932
-3344.553974	-7125.139133
-6837.904871	-3271.838613
-8777.5259	-654.3785903
-8745.954946	234.3701113
-7034.890923	-468.2619928
-4091.385461	-2470.145552
-341.9618156	-5476.510709
3798.001265	-9180.145838
7916.700946	-13254.00423
11601.40198	-17349.63491
14508.81033	-21130.0335
16581.64463	-24362.36473
17843.46308	-26862.51544
18334.09365	-28486.82048
18109.74929	-29140.43776
17234.70847	-28772.39678
15765.33352	-27356.68303
13764.05683	-24948.45975
11385.61169	-21908.57947
8774.539928	-18630.89224
6035.287555	-15454.64296
3240.091516	-12673.31982
439.21809	-10549.80021
-2328.590971	-9333.443888
-5017.764846	-9187.302786
-7542.445926	-9933.119947
-9799.343815	-11322.92713
-11667.69652	-13129.77314
-12998.92775	-15148.8312
-13607.42089	-17197.73599
-13264.16012	-19115.365
-11794.58422	-20769.4786
-9382.638952	-22084.42774
-6287.746303	-23000.53794
-2761.696364	-23452.60935
938.4227419	-23360.55675
4541.070982	-22622.38765
7753.941425	-21109.40184
10302.07349	-18740.628
12054.43659	-15715.04686
12900.98404	-12287.91
12715.51018	-8704.979766
11361.24935	-5213.801459
8696.589176	-2073.730378
4580.639653	435.5972406
-1018.436576	2109.040518
-7710.268198	3118.759761
-14987.43448	3718.661863
-22319.10063	4146.079806
-29142.6612	4621.317563
-34862.28903	5348.02774
-38858.24765	6518.393325
-40694.3083	8248.053735
-40701.51459	10354.86341
-39426.3847	12588.32039
-37444.31152	14704.12283
-35352.0178	16456.1563
-33756.26652	17581.80747
-33263.70865	17782.15221
-34242.13355	16808.54781
-36129.90299	14787.82527
-38170.75595	11946.49441
-39669.4892	8541.0595
-40001.70338	4900.01773
-38608.16654	1473.19074
-34969.60581	-1123.713083
-28859.60163	-2257.558346
-21170.85646	-1838.529117
-12963.02547	27.7841818
-5173.537719	3134.417593
1347.746825	7149.36708
5803.68541	11609.05264
7420.708158	15916.34869
5731.12475	19441.63036
1467.990844	21864.31182
-4382.563958	22992.22525
-10887.32862	22698.39979
-17159.56903	20925.99673
-22352.84094	17686.57088
-25651.03439	13053.12928
-26486.5169	7227.413059
-25229.29021	746.645141
-22482.51683	-5808.255156
-18841.404	-11892.95619
-14894.40668	-16987.61288
-11234.43624	-20589.94078
-8474.919763	-22214.82832
-7110.76949	-21560.64456
-7052.95411	-18990.44017
-8044.389512	-15015.97081
-9799.531694	-10132.1047
-12003.23686	-4820.317229
-14311.54761	449.521538
-16352.77488	5218.936559
-17823.97793	9149.150138
-18786.69567	12338.35852
-19404.8679	14979.00628
-19855.11463	17246.92742
-20327.06279	19302.98279
-21024.22667	21294.13735
-22165.33786	23354.0212
-23884.08639	25562.1477
-25920.87147	27827.78058
-27911.21033	30039.77232
-29477.53955	32115.75559
-30222.74754	34003.64938
-29725.06036	35682.23168
-27534.66163	37160.025
-23331.54899	38459.90732
-17405.28251	39567.99043
-10184.6373	40423.49026
-2088.716286	40917.66047
6461.808471	40894.21839
15031.24952	40153.77146
23152.39831	38463.42768
30422.49679	35633.83037
36829.56951	31726.21583
42403.86422	26899.75338
47112.99482	21360.51521
50877.77005	15362.33511
53590.65918	9203.084663
55135.49801	3217.047376
55453.17755	-2262.346078
54696.88118	-6994.507194
53106.12465	-10759.0374
50963.46083	-13339.80296
48591.71857	-14538.10303
46348.88778	-14188.17676
44622.21585	-12174.67313
43821.49638	-8449.893638
44369.99156	-3047.527291
46690.9327	3909.936642
51188.94062	12210.77286
58229.64141	21558.32446
